mag,mag_error,time
-0.36515167887793787,0.0012437720304076432,6.403732270056583
-0.37002695032792055,0.0013074297918882684,6.434506986344434
-0.3995663551090196,0.0013475154992632695,6.46627504756508
-0.4368585623643053,0.0013333009751344692,6.49764699121771
-0.4386347401109063,0.001319529628843062,6.52840171387253
-0.4335073914868026,0.0013261428523563875,6.559132274294473
-0.44159137624707157,0.0013149233827168334,6.589983098263122
-0.46652365964371434,0.0013110569197523582,6.620758384520389
-0.43849792847709956,0.0012988614662515006,6.651541158611156
-0.4588290124644949,0.001297266716848907,6.682366713935711
-0.4912258833388954,0.0012913178379151977,6.713258933330156
-0.2531172506797752,0.001120236144456872,4.215461682654766
-0.21038370578760812,0.0010922423437126209,4.2340061293317355
-0.21269047919571094,0.0010815262476966518,4.25243417931333
-0.19107627899722956,0.0010710356839765333,4.271111954130081
-0.18041693042040308,0.001077963836074316,4.289536684878019
-0.18223464094217334,0.0010775152252550204,4.307872232176212
-0.16200164342448176,0.00107425294988739,4.326355569191126
-0.17469462066024732,0.0010765501685022268,4.344765849537996
-0.11518078025676814,0.001104019469888939,4.363113623238949
-0.0946707672129552,0.0010890928286931155,4.381475847340969
-0.04421275759881382,0.0010981029928865977,4.4000050166024245
-0.04098400652520695,0.001096413537665629,4.418366402514128
-0.07113308725568146,0.0010786121472470245,4.436503064013866
-0.046889473903236834,0.0010863276823820309,4.45492112276688
-0.04996838805196013,0.0010835598038718619,4.473048620052484
-0.06663338226145221,0.0010748551631944085,4.491481956221012
-0.04272266753217124,0.001083014146137634,4.509692233182339
-0.06221693724295818,0.001070092911298469,4.528179738797096
-0.04887221253653884,0.0010693407877625097,4.547340568281559
-0.0353370471416774,0.0010740727622132297,4.565731123216299
-0.3055362674176063,0.001136601116161326,0.0
-0.24416819169285375,0.00117183358594782,0.0325019471347332
-0.24128372939372156,0.0012135634586536305,0.06503944471478462
-0.24314533504471925,0.0012199598009783967,0.0975341722369194
-0.2354222779709687,0.001211794862385296,0.13008999824523926
-0.22543600282082998,0.001234317187578516,0.16262444481253624
-0.188415139271628,0.0012365791451954343,0.19521388784050941
-0.1971612809627441,0.0012342719106327774,0.22785138711333275
-0.18993856799283826,0.0012425022653401786,0.2604672275483608
-0.1641114339851537,0.0012476694223580997,0.2930902764201164
-0.16853057387164228,0.001241971168167479,0.32586361840367317
-0.3226659978593638,0.003193114613935209,2.179607592631534
-0.3359036443220713,0.003184698024543209,2.198250923414186
-0.3442277545041801,0.0031657014213135105,2.2168067583035977
-0.3509467481574209,0.0031684334955071015,2.235396757830337
-0.3479624456567354,0.0031556362486175266,2.2539017536830457
-0.3544163833525289,0.0031517283545657577,2.2726089769196065
-0.3517069835917592,0.003150810140667333,2.291175093610242
-0.36581517386559526,0.0031377748190425715,2.3097750955414327
-0.3654630227966873,0.0031506981735029598,2.328270647783235
-0.3780314852072948,0.003131011431115439,2.346810646463588
-0.37657578837334604,0.003126538840841412,2.365232315022901
-0.3819566738416551,0.0031068395967687934,2.383867308605865
-0.3903308509573691,0.003110166705927193,2.4025412053954156
-0.39717077641107146,0.0031054344464570343,2.421267595250562
-0.40125384144275955,0.0031092828058843394,2.439808979738906
-0.4034851118670062,0.003086866125825626,2.459399253238395
-0.4040236262217167,0.0030863043546204877,2.4780437016081365
-0.4133023828412927,0.003081823598164162,2.496652588356689
-0.41163566392255824,0.003093992974345261,2.5151806512069257
